Anio de lanzamiento,Puntuacion de la critica,Puntuacion de los usuarios,Ventas globales (millones),Valoracion Final
0.8500000000000085,0.4800000000000002,0.5555555555555556,0.18323977546110665,0.5285714285714285
0.9000000000000057,0.44000000000000017,1.0,0.4661186848436247,0.7999999999999998
0.6000000000000085,0.44000000000000017,0.8888888888888888,0.09843624699278268,0.7285714285714284
0.0,0.56,0.5555555555555556,0.5138331996792301,0.5571428571428572
0.8000000000000114,0.6200000000000001,1.0,0.6090617481956696,0.8642857142857143
0.5500000000000114,0.20000000000000018,0.7777777777777777,0.9420609462710505,0.5714285714285714
0.9500000000000028,0.8,0.1111111111111111,0.3454290296712109,0.35714285714285715
0.9500000000000028,0.9800000000000002,0.5555555555555556,0.21692060946271047,0.7071428571428571
0.7000000000000028,0.30000000000000004,0.1111111111111111,0.04851643945469126,0.17857142857142855
0.75,0.6800000000000002,0.4444444444444445,0.1880513231756215,0.5285714285714285
0.4000000000000057,0.8,0.7777777777777777,0.16058540497193263,0.7857142857142856
0.45000000000000284,0.72,1.0,0.46892542101042506,0.8999999999999999
0.5,0.3800000000000001,1.0,0.1818364073777065,0.7785714285714285
0.75,0.3400000000000001,0.2222222222222222,0.0673616680032077,0.2642857142857142
0.5500000000000114,0.8200000000000001,0.2222222222222222,0.04891740176423416,0.43571428571428567
1.0,0.6000000000000001,0.8888888888888888,0.7868885324779471,0.7857142857142856
0.5,0.7000000000000002,0.3333333333333333,0.4953889334402566,0.46428571428571425
0.75,0.74,0.1111111111111111,0.8612670408981555,0.3357142857142857
0.75,0.4800000000000002,0.6666666666666665,0.0954290296712109,0.5999999999999999
0.20000000000000284,0.5,1.0,0.08340016038492382,0.8214285714285714
0.7000000000000028,0.15999999999999992,0.1111111111111111,0.9739374498797114,0.1285714285714285
0.5500000000000114,0.9600000000000002,0.8888888888888888,0.4184041700080192,0.9142857142857141
0.75,0.7600000000000002,0.4444444444444445,0.14895749799518843,0.5571428571428572
0.9000000000000057,0.14000000000000012,0.0,0.830793905372895,0.04999999999999999
0.6000000000000085,0.18000000000000016,0.0,0.9749398556535686,0.06428571428571433
1.0,0.10000000000000009,0.1111111111111111,0.9366479550922214,0.10714285714285715
0.45000000000000284,0.52,0.2222222222222222,0.6493584603047313,0.32857142857142857
1.0,0.52,0.2222222222222222,0.7558139534883721,0.32857142857142857
0.6000000000000085,0.3600000000000001,0.3333333333333333,0.967522052927025,0.3428571428571429
0.8000000000000114,0.7600000000000002,0.7777777777777777,0.33660785886126704,0.7714285714285714
0.75,0.5,0.0,0.560344827586207,0.17857142857142855
1.0,0.3800000000000001,0.1111111111111111,0.16820368885324777,0.20714285714285713
0.6500000000000057,0.9800000000000002,1.0,0.872093023255814,0.9928571428571427
0.5,0.21999999999999997,0.8888888888888888,0.34683239775461105,0.6499999999999999
0.75,0.15999999999999992,0.1111111111111111,0.11126704089815558,0.1285714285714285
0.7000000000000028,0.18000000000000016,0.4444444444444445,0.41680032076984763,0.35000000000000003
0.75,0.11999999999999988,0.2222222222222222,0.38191659983961507,0.18571428571428567
0.9500000000000028,0.6000000000000001,1.0,0.7514033680834002,0.857142857142857
0.8500000000000085,0.14000000000000012,0.5555555555555556,0.7646351242983159,0.4071428571428571
0.8000000000000114,0.2400000000000002,0.5555555555555556,0.08740978348035286,0.4428571428571428
0.9000000000000057,0.11999999999999988,0.6666666666666665,0.45088211708099435,0.47142857142857136
0.8000000000000114,0.9800000000000002,0.4444444444444445,0.5046110665597434,0.6357142857142857
0.9500000000000028,0.8399999999999999,0.7777777777777777,0.06916599839615076,0.7999999999999998
0.75,0.15999999999999992,0.3333333333333333,0.49518845228548514,0.2714285714285715
0.6000000000000085,0.08000000000000007,0.5555555555555556,0.877906976744186,0.38571428571428573
0.75,0.5800000000000001,0.7777777777777777,0.5623496391339214,0.7071428571428571
0.9500000000000028,0.8,0.8888888888888888,0.17161186848436244,0.857142857142857
0.10000000000000853,0.45999999999999996,0.6666666666666665,0.4889735364875702,0.5928571428571427
0.4000000000000057,0.08000000000000007,0.8888888888888888,0.7830793905372895,0.5999999999999999
0.25,0.06000000000000005,0.7777777777777777,0.3895348837209302,0.5214285714285714
0.45000000000000284,0.5,0.5555555555555556,0.8079390537289496,0.5357142857142856
0.9000000000000057,0.8399999999999999,0.2222222222222222,0.9442662389735365,0.4428571428571428
0.6500000000000057,0.8,0.2222222222222222,0.6361267040898156,0.42857142857142855
0.5,0.8800000000000001,0.7777777777777777,0.48155573376102645,0.8142857142857141
0.8000000000000114,0.41999999999999993,0.1111111111111111,0.29270248596631915,0.22142857142857136
0.4000000000000057,0.4800000000000002,0.1111111111111111,0.493785084202085,0.24285714285714283
0.7000000000000028,0.21999999999999997,0.3333333333333333,0.8975541299117883,0.29285714285714276
0.75,0.15999999999999992,0.5555555555555556,0.8173616680032078,0.4142857142857143
0.5500000000000114,0.56,0.8888888888888888,0.613672814755413,0.7714285714285714
0.6000000000000085,0.040000000000000036,0.5555555555555556,0.6579791499599038,0.3714285714285714
0.5,0.56,0.8888888888888888,0.6930633520449078,0.7714285714285714
0.9000000000000057,0.11999999999999988,0.5555555555555556,0.19927826784282276,0.39999999999999997
0.8500000000000085,0.8600000000000003,0.6666666666666665,0.2768644747393745,0.7357142857142858
